,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
41455,22.0,male,Master,91156.0,0,RENT,8000.0,MEDICAL,5.99,0.09,3.0,625,No
36287,24.0,male,Master,55552.0,0,MORTGAGE,6000.0,VENTURE,5.79,0.11,3.0,558,Yes
37104,28.0,female,Master,105305.0,8,MORTGAGE,8115.0,EDUCATION,9.68,0.08,10.0,662,No
37185,27.0,female,Bachelor,42854.0,4,RENT,4500.0,PERSONAL,8.15,0.11,7.0,674,No
23507,28.0,male,Bachelor,79917.0,6,RENT,8400.0,DEBTCONSOLIDATION,7.51,0.11,8.0,639,No
27744,27.0,male,Bachelor,121088.0,4,RENT,16000.0,VENTURE,11.11,0.13,5.0,649,Yes
975,22.0,female,High School,53665.0,0,RENT,18000.0,EDUCATION,13.57,0.34,4.0,664,No
35332,33.0,female,Bachelor,36868.0,12,RENT,9000.0,EDUCATION,7.49,0.24,9.0,572,Yes
40554,32.0,female,Bachelor,37254.0,10,OWN,10000.0,VENTURE,7.37,0.27,8.0,660,No
13205,23.0,female,High School,108999.0,0,MORTGAGE,15000.0,PERSONAL,6.03,0.14,3.0,638,No
29212,39.0,female,Associate,94734.0,16,RENT,25000.0,HOMEIMPROVEMENT,16.02,0.26,17.0,660,No
23921,29.0,female,Associate,81847.0,7,MORTGAGE,12800.0,EDUCATION,11.49,0.16,8.0,632,No
40962,33.0,male,Master,90905.0,10,MORTGAGE,12000.0,EDUCATION,10.7,0.13,6.0,688,No
32308,51.0,male,Associate,312914.0,29,MORTGAGE,14000.0,PERSONAL,7.66,0.04,26.0,601,Yes
34302,22.0,female,Bachelor,66919.0,0,RENT,6000.0,EDUCATION,14.27,0.09,3.0,500,Yes
43082,30.0,female,Bachelor,65948.0,6,RENT,12000.0,DEBTCONSOLIDATION,15.19,0.18,7.0,666,No
7265,26.0,female,Doctorate,67197.0,5,RENT,6325.0,PERSONAL,10.65,0.09,4.0,636,Yes
25298,28.0,female,Master,65765.0,6,RENT,12000.0,MEDICAL,15.31,0.18,7.0,587,No
21752,30.0,male,Bachelor,61050.0,7,MORTGAGE,1000.0,MEDICAL,11.01,0.02,6.0,713,No
32676,32.0,male,Associate,36644.0,9,MORTGAGE,10000.0,VENTURE,8.23,0.27,9.0,616,Yes
22166,28.0,female,Master,64302.0,5,MORTGAGE,14500.0,MEDICAL,7.29,0.23,7.0,680,No
40199,25.0,male,High School,164444.0,2,MORTGAGE,8000.0,EDUCATION,9.75,0.05,4.0,675,No
31521,41.0,male,Bachelor,216986.0,18,RENT,14000.0,DEBTCONSOLIDATION,6.03,0.06,15.0,544,No
35509,37.0,female,Associate,100713.0,16,RENT,10292.0,EDUCATION,8.74,0.1,9.0,628,Yes
24127,32.0,female,Bachelor,85182.0,9,MORTGAGE,6000.0,PERSONAL,5.42,0.07,6.0,699,Yes
33939,26.0,female,Bachelor,36880.0,1,RENT,8000.0,DEBTCONSOLIDATION,12.88,0.22,3.0,518,Yes
11292,23.0,male,High School,66916.0,0,RENT,10000.0,EDUCATION,10.59,0.15,2.0,662,Yes
43948,30.0,female,Bachelor,55475.0,4,RENT,15000.0,DEBTCONSOLIDATION,8.57,0.27,6.0,660,No
41200,29.0,male,High School,87762.0,6,MORTGAGE,7000.0,MEDICAL,8.51,0.08,5.0,628,Yes
39441,42.0,female,Master,85145.0,18,RENT,11834.0,DEBTCONSOLIDATION,9.3,0.14,17.0,737,No
30597,39.0,female,High School,72868.0,17,MORTGAGE,4000.0,PERSONAL,10.59,0.05,12.0,608,Yes
17418,21.0,male,Bachelor,22700.0,0,RENT,1500.0,MEDICAL,12.18,0.07,3.0,597,No
17967,32.0,male,Master,270797.0,13,MORTGAGE,20000.0,PERSONAL,13.92,0.07,10.0,586,Yes
4654,23.0,female,Associate,78838.0,1,RENT,9975.0,VENTURE,7.51,0.13,2.0,667,Yes
32832,29.0,male,Bachelor,100795.0,10,MORTGAGE,7500.0,MEDICAL,10.67,0.07,10.0,582,No
4708,22.0,female,Associate,41936.0,1,RENT,4975.0,DEBTCONSOLIDATION,7.51,0.12,2.0,662,No
43738,24.0,female,Associate,39456.0,1,RENT,10000.0,VENTURE,8.06,0.25,3.0,539,No
41345,27.0,male,Bachelor,246546.0,7,MORTGAGE,10764.0,EDUCATION,9.63,0.04,6.0,694,Yes
25027,28.0,male,Bachelor,97213.0,5,OWN,8400.0,EDUCATION,7.9,0.09,5.0,684,No
6872,23.0,male,High School,89181.0,3,RENT,6000.0,PERSONAL,14.96,0.07,4.0,620,No
11123,24.0,male,Associate,87488.0,3,MORTGAGE,11200.0,MEDICAL,7.29,0.13,4.0,618,Yes
38710,33.0,male,Bachelor,173876.0,11,MORTGAGE,18929.0,DEBTCONSOLIDATION,11.21,0.11,8.0,657,No
25083,29.0,male,Bachelor,40303.0,9,RENT,12000.0,MEDICAL,16.45,0.3,9.0,505,No
39628,25.0,female,Master,31250.0,0,RENT,1200.0,EDUCATION,13.63,0.04,3.0,606,Yes
7910,26.0,female,Master,58455.0,5,RENT,7000.0,MEDICAL,5.79,0.12,3.0,633,Yes
5182,26.0,male,Associate,96865.0,6,RENT,9000.0,VENTURE,8.9,0.09,2.0,558,Yes
42013,32.0,male,Associate,76573.0,8,MORTGAGE,7066.0,VENTURE,16.77,0.09,8.0,601,Yes
5051,24.0,female,High School,52913.0,6,MORTGAGE,6350.0,VENTURE,7.49,0.12,4.0,616,Yes
18553,34.0,female,Associate,56102.0,11,RENT,18000.0,DEBTCONSOLIDATION,11.01,0.32,9.0,553,No
28687,32.0,female,Associate,43173.0,7,MORTGAGE,4000.0,DEBTCONSOLIDATION,13.61,0.09,6.0,592,Yes
1587,24.0,male,Associate,44069.0,0,RENT,1500.0,PERSONAL,10.0,0.03,3.0,646,Yes
11948,23.0,male,Associate,94436.0,1,MORTGAGE,15000.0,PERSONAL,8.49,0.16,2.0,620,No
38075,22.0,female,Bachelor,55257.0,0,MORTGAGE,5000.0,EDUCATION,7.14,0.09,4.0,668,No
35252,30.0,male,Master,97550.0,10,RENT,10000.0,VENTURE,7.99,0.1,6.0,515,Yes
34951,30.0,female,Associate,58573.0,7,RENT,4000.0,PERSONAL,12.1,0.07,6.0,632,Yes
22358,32.0,female,High School,45494.0,10,RENT,7000.0,PERSONAL,13.47,0.15,10.0,592,Yes
9219,26.0,male,Associate,26887.0,2,RENT,5000.0,DEBTCONSOLIDATION,9.99,0.19,4.0,668,Yes
24430,27.0,female,Bachelor,87493.0,6,MORTGAGE,12500.0,EDUCATION,11.89,0.14,8.0,658,Yes
30352,37.0,male,Associate,27006.0,9,RENT,6500.0,MEDICAL,8.49,0.24,12.0,556,No
15240,22.0,female,High School,151835.0,0,MORTGAGE,9000.0,MEDICAL,10.99,0.06,4.0,651,Yes
9837,26.0,female,Master,79279.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,6.62,0.13,3.0,700,Yes
3351,23.0,male,Associate,48476.0,0,RENT,11000.0,MEDICAL,11.01,0.23,2.0,630,Yes
4510,24.0,male,Associate,78850.0,1,RENT,4800.0,PERSONAL,7.88,0.06,4.0,565,Yes
3066,22.0,male,High School,43465.0,0,RENT,3250.0,EDUCATION,6.54,0.07,3.0,504,Yes
35046,25.0,male,Bachelor,84809.0,5,MORTGAGE,7000.0,MEDICAL,12.91,0.08,3.0,649,Yes
21846,29.0,female,Master,78910.0,4,RENT,6000.0,VENTURE,11.14,0.08,10.0,643,Yes
23676,27.0,female,Associate,78799.0,2,MORTGAGE,4500.0,VENTURE,11.99,0.06,10.0,594,Yes
21294,27.0,female,Associate,18996.0,5,RENT,5500.0,VENTURE,5.99,0.29,8.0,627,No
18146,34.0,female,Bachelor,190736.0,12,MORTGAGE,12000.0,VENTURE,11.01,0.06,8.0,668,No
1831,25.0,male,Bachelor,115100.0,0,RENT,15000.0,VENTURE,12.42,0.13,2.0,531,Yes
42666,27.0,male,Master,115194.0,4,RENT,31431.0,VENTURE,13.82,0.27,4.0,728,No
38575,26.0,female,High School,27215.0,5,OWN,7500.0,VENTURE,11.0,0.28,3.0,578,No
22835,28.0,female,Associate,57661.0,6,RENT,7875.0,MEDICAL,11.01,0.14,10.0,679,No
11777,23.0,male,Associate,91653.0,0,MORTGAGE,25000.0,DEBTCONSOLIDATION,11.12,0.27,4.0,624,No
43397,27.0,female,Master,60839.0,1,RENT,7153.0,MEDICAL,14.68,0.12,8.0,595,No
10632,23.0,male,Master,77089.0,3,MORTGAGE,20000.0,DEBTCONSOLIDATION,10.99,0.26,3.0,544,No
12928,22.0,female,High School,96531.0,2,RENT,12000.0,EDUCATION,11.71,0.12,4.0,645,Yes
13806,21.0,male,Bachelor,40542.0,0,OWN,2500.0,VENTURE,13.61,0.06,3.0,651,Yes
28680,35.0,female,Associate,300639.0,11,OWN,15000.0,VENTURE,9.88,0.05,9.0,633,No
30591,39.0,male,High School,48866.0,17,RENT,8000.0,EDUCATION,7.14,0.16,16.0,601,Yes
43483,32.0,male,High School,54142.0,8,RENT,15000.0,VENTURE,10.85,0.28,8.0,591,No
28077,31.0,male,Associate,77736.0,9,RENT,8000.0,PERSONAL,14.22,0.1,5.0,531,Yes
186,25.0,male,Associate,241201.0,2,MORTGAGE,23050.0,PERSONAL,14.35,0.1,3.0,578,No
23362,29.0,female,Master,92011.0,7,RENT,8000.0,HOMEIMPROVEMENT,11.36,0.09,5.0,687,Yes
28067,27.0,male,Associate,81320.0,7,RENT,12000.0,DEBTCONSOLIDATION,13.23,0.15,9.0,466,Yes
26932,29.0,male,Master,145174.0,7,MORTGAGE,35000.0,EDUCATION,8.9,0.24,7.0,624,No
1443,21.0,male,Bachelor,18224.0,0,RENT,1200.0,DEBTCONSOLIDATION,7.14,0.07,3.0,632,Yes
18215,30.0,female,Bachelor,193118.0,6,RENT,8400.0,VENTURE,11.89,0.04,6.0,602,Yes
8816,25.0,male,High School,73071.0,4,OWN,10000.0,DEBTCONSOLIDATION,16.49,0.14,3.0,647,No
36614,28.0,male,Associate,43171.0,6,RENT,4800.0,MEDICAL,11.62,0.11,4.0,669,Yes
43503,25.0,male,Bachelor,66866.0,1,RENT,20000.0,VENTURE,11.5,0.3,4.0,619,No
33205,23.0,female,Bachelor,94905.0,3,MORTGAGE,4852.0,EDUCATION,10.21,0.05,2.0,693,No
38696,31.0,female,Master,91113.0,7,RENT,1199.0,PERSONAL,6.56,0.01,5.0,692,Yes
12038,21.0,female,Master,42887.0,1,RENT,11300.0,MEDICAL,13.49,0.26,3.0,698,No
32757,27.0,female,Associate,89468.0,5,RENT,12000.0,VENTURE,14.08,0.13,7.0,609,Yes
9762,22.0,male,Bachelor,26752.0,0,RENT,9000.0,VENTURE,9.83,0.34,4.0,592,No
19591,32.0,female,Associate,42835.0,7,MORTGAGE,10000.0,EDUCATION,6.03,0.23,6.0,650,No
22438,35.0,female,Master,60859.0,12,RENT,7000.0,DEBTCONSOLIDATION,11.49,0.12,9.0,668,Yes
499,23.0,female,High School,73044.0,0,RENT,22000.0,DEBTCONSOLIDATION,10.25,0.3,4.0,640,No
23092,28.0,female,Associate,62498.0,7,RENT,8000.0,HOMEIMPROVEMENT,9.63,0.13,9.0,526,Yes
42302,25.0,male,Master,166588.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,15.94,0.12,4.0,659,No
16825,23.0,male,High School,48783.0,2,MORTGAGE,6000.0,DEBTCONSOLIDATION,14.79,0.12,3.0,571,Yes
26628,29.0,male,Associate,130517.0,8,MORTGAGE,20000.0,HOMEIMPROVEMENT,10.59,0.15,7.0,692,No
2090,22.0,female,Associate,36928.0,0,MORTGAGE,5000.0,VENTURE,11.48,0.14,4.0,659,Yes
30175,40.0,female,Associate,58253.0,17,MORTGAGE,8000.0,HOMEIMPROVEMENT,15.95,0.14,11.0,671,Yes
7509,23.0,female,High School,30638.0,0,RENT,6475.0,DEBTCONSOLIDATION,9.91,0.21,3.0,484,Yes
29747,37.0,male,High School,49959.0,17,RENT,10750.0,PERSONAL,15.37,0.22,14.0,714,No
37965,24.0,male,Associate,100146.0,3,RENT,9880.0,MEDICAL,9.37,0.1,4.0,622,Yes
2266,25.0,female,Bachelor,47311.0,1,RENT,13000.0,DEBTCONSOLIDATION,10.74,0.27,3.0,630,No
8755,23.0,male,Associate,46149.0,0,RENT,8000.0,EDUCATION,14.18,0.17,2.0,468,Yes
41347,24.0,female,Associate,45898.0,3,RENT,3171.0,EDUCATION,11.61,0.07,5.0,665,Yes
40854,25.0,male,High School,75255.0,0,RENT,12000.0,PERSONAL,8.47,0.16,4.0,587,No
14959,24.0,male,High School,145110.0,1,MORTGAGE,4800.0,MEDICAL,5.99,0.03,4.0,681,No
28052,35.0,male,High School,79202.0,13,MORTGAGE,6500.0,DEBTCONSOLIDATION,5.42,0.08,7.0,648,No
23937,35.0,female,Associate,82555.0,15,MORTGAGE,32000.0,PERSONAL,19.03,0.39,7.0,641,Yes
1576,22.0,female,High School,34724.0,0,MORTGAGE,5500.0,MEDICAL,10.38,0.16,2.0,582,No
11080,23.0,female,Bachelor,87537.0,2,MORTGAGE,2400.0,VENTURE,12.69,0.03,2.0,616,No
17373,23.0,female,Master,46137.0,2,RENT,7500.0,EDUCATION,7.88,0.16,3.0,557,Yes
43311,30.0,female,Associate,18769.0,11,RENT,2676.0,DEBTCONSOLIDATION,13.59,0.14,7.0,562,No
40464,23.0,male,High School,79096.0,1,MORTGAGE,13000.0,EDUCATION,10.55,0.16,2.0,672,Yes
6162,26.0,female,Bachelor,58400.0,3,OWN,15000.0,VENTURE,11.12,0.26,3.0,704,No
7267,23.0,male,Associate,90157.0,0,RENT,6350.0,PERSONAL,12.92,0.07,3.0,681,No
34097,24.0,female,Bachelor,43040.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.44,0.23,4.0,620,Yes
9732,23.0,female,Master,73746.0,0,RENT,8625.0,EDUCATION,7.9,0.12,4.0,613,Yes
5092,24.0,male,High School,60264.0,5,RENT,5000.0,EDUCATION,7.88,0.08,4.0,565,Yes
3057,25.0,female,High School,43160.0,3,MORTGAGE,5400.0,HOMEIMPROVEMENT,12.17,0.13,4.0,586,Yes
34541,26.0,male,Bachelor,129790.0,4,MORTGAGE,1603.0,EDUCATION,12.76,0.01,4.0,560,Yes
15704,21.0,female,Associate,187984.0,0,MORTGAGE,18000.0,MEDICAL,11.26,0.1,3.0,662,Yes
122,21.0,male,High School,59864.0,0,RENT,25000.0,EDUCATION,10.99,0.42,2.0,648,No
260,23.0,male,Associate,80452.0,2,RENT,25000.0,MEDICAL,15.37,0.31,2.0,699,No
39481,26.0,male,High School,98598.0,1,RENT,8371.0,PERSONAL,9.57,0.08,6.0,656,Yes
29960,41.0,female,Associate,42694.0,21,RENT,5000.0,DEBTCONSOLIDATION,11.99,0.12,14.0,639,Yes
8270,22.0,male,Associate,50218.0,0,RENT,7500.0,VENTURE,9.63,0.15,2.0,635,No
38133,38.0,female,Master,78986.0,14,MORTGAGE,7000.0,DEBTCONSOLIDATION,8.8,0.09,13.0,574,Yes
23776,35.0,male,Associate,79021.0,16,MORTGAGE,25000.0,DEBTCONSOLIDATION,9.51,0.32,10.0,664,No
9062,25.0,male,High School,65854.0,6,RENT,8000.0,HOMEIMPROVEMENT,9.91,0.12,2.0,677,No
14018,23.0,female,Bachelor,38098.0,1,OWN,6000.0,EDUCATION,10.37,0.16,3.0,684,Yes
42074,26.0,female,High School,125657.0,4,MORTGAGE,14000.0,PERSONAL,11.51,0.11,4.0,618,Yes
33481,23.0,female,High School,48676.0,5,MORTGAGE,13000.0,EDUCATION,13.27,0.27,3.0,579,Yes
37607,27.0,male,Associate,74305.0,8,RENT,5000.0,VENTURE,9.54,0.07,6.0,603,Yes
39915,36.0,female,Bachelor,168796.0,14,MORTGAGE,10000.0,DEBTCONSOLIDATION,14.44,0.06,10.0,644,No
29062,33.0,male,Associate,118600.0,9,RENT,20000.0,HOMEIMPROVEMENT,6.91,0.17,7.0,686,No
26364,30.0,female,Master,120924.0,9,MORTGAGE,1000.0,PERSONAL,6.76,0.01,6.0,547,Yes
43019,30.0,male,High School,58515.0,5,RENT,6740.0,PERSONAL,15.62,0.12,10.0,668,No
8482,24.0,female,Associate,116447.0,2,RENT,7700.0,EDUCATION,12.53,0.07,4.0,645,No
4314,24.0,male,High School,28168.0,2,RENT,4650.0,MEDICAL,9.99,0.17,4.0,688,No
25818,29.0,female,Bachelor,63243.0,7,RENT,2725.0,EDUCATION,11.66,0.04,8.0,661,Yes
2917,22.0,male,Associate,102995.0,0,RENT,3000.0,EDUCATION,10.99,0.03,2.0,560,No
38720,24.0,male,Master,60870.0,3,MORTGAGE,9000.0,PERSONAL,8.81,0.15,2.0,650,No
44771,27.0,male,Bachelor,78799.0,5,RENT,16000.0,VENTURE,15.12,0.2,5.0,599,No
12815,22.0,male,High School,103181.0,1,MORTGAGE,12800.0,VENTURE,6.54,0.12,3.0,648,Yes
14791,26.0,male,Master,55192.0,5,RENT,15000.0,DEBTCONSOLIDATION,7.29,0.27,4.0,475,No
27819,33.0,male,Master,289143.0,8,OWN,15000.0,PERSONAL,13.16,0.05,10.0,617,Yes
39108,21.0,male,Master,18181.0,0,RENT,2000.0,VENTURE,7.03,0.11,3.0,691,Yes
8792,24.0,male,Associate,72919.0,2,MORTGAGE,17000.0,MEDICAL,7.49,0.23,2.0,577,Yes
32930,27.0,male,Master,88556.0,5,MORTGAGE,20097.0,HOMEIMPROVEMENT,12.9,0.23,4.0,638,Yes
41543,28.0,female,Master,471485.0,5,MORTGAGE,13160.0,VENTURE,11.23,0.03,7.0,685,No
20533,33.0,male,Master,80078.0,7,RENT,4800.0,HOMEIMPROVEMENT,13.57,0.06,7.0,654,Yes
13080,22.0,male,Bachelor,108930.0,0,RENT,12000.0,DEBTCONSOLIDATION,8.94,0.11,3.0,676,Yes
16833,24.0,female,Associate,60951.0,1,OWN,10000.0,VENTURE,11.12,0.16,2.0,676,No
40805,26.0,male,Bachelor,181632.0,3,MORTGAGE,5931.0,EDUCATION,9.03,0.03,4.0,656,No
20989,28.0,male,Bachelor,63514.0,1,RENT,5000.0,PERSONAL,11.01,0.08,6.0,525,Yes
38354,24.0,female,Associate,287300.0,0,MORTGAGE,25778.0,VENTURE,12.29,0.09,3.0,624,Yes
39561,22.0,male,High School,79142.0,0,RENT,13000.0,EDUCATION,14.24,0.16,4.0,694,Yes
20074,30.0,male,High School,18857.0,7,RENT,4000.0,HOMEIMPROVEMENT,13.67,0.21,7.0,636,No
31023,37.0,female,High School,72951.0,15,RENT,10000.0,HOMEIMPROVEMENT,7.51,0.14,11.0,637,Yes
13856,23.0,female,High School,87263.0,0,MORTGAGE,35000.0,MEDICAL,15.99,0.4,2.0,571,No
17707,24.0,male,Associate,28804.0,1,RENT,5500.0,VENTURE,6.54,0.19,3.0,675,No
2756,26.0,male,High School,66845.0,3,RENT,12000.0,PERSONAL,7.88,0.18,4.0,659,No
26220,28.0,female,High School,119301.0,6,MORTGAGE,20000.0,VENTURE,14.84,0.17,9.0,607,Yes
10895,22.0,female,Associate,85013.0,1,MORTGAGE,6000.0,EDUCATION,7.14,0.07,4.0,610,Yes
42935,23.0,female,High School,71677.0,0,RENT,23774.0,DEBTCONSOLIDATION,17.72,0.33,2.0,629,No
18808,31.0,female,High School,51451.0,7,RENT,1200.0,EDUCATION,16.29,0.02,5.0,629,No
9914,23.0,female,High School,78819.0,2,MORTGAGE,18000.0,DEBTCONSOLIDATION,9.99,0.23,4.0,605,Yes
17382,25.0,male,High School,94721.0,6,MORTGAGE,8000.0,DEBTCONSOLIDATION,16.0,0.08,4.0,661,No
7872,22.0,male,Associate,47729.0,0,RENT,7000.0,PERSONAL,8.9,0.15,3.0,626,No
8669,25.0,male,Master,73457.0,2,MORTGAGE,1200.0,DEBTCONSOLIDATION,13.49,0.02,4.0,648,Yes
29837,38.0,male,Master,89783.0,15,RENT,4000.0,DEBTCONSOLIDATION,11.26,0.04,14.0,726,Yes
20398,30.0,male,Bachelor,62659.0,7,RENT,4500.0,HOMEIMPROVEMENT,6.39,0.07,7.0,653,No
13917,24.0,male,High School,104157.0,2,MORTGAGE,20000.0,PERSONAL,10.99,0.19,4.0,657,No
9859,26.0,female,Master,79010.0,4,MORTGAGE,12000.0,VENTURE,7.9,0.15,2.0,673,No
14988,23.0,female,High School,145156.0,0,MORTGAGE,16000.0,DEBTCONSOLIDATION,10.37,0.11,3.0,651,Yes
42388,31.0,female,Associate,42831.0,7,RENT,15000.0,VENTURE,12.16,0.35,10.0,654,No
14054,24.0,female,High School,106670.0,3,MORTGAGE,24000.0,DEBTCONSOLIDATION,19.69,0.22,2.0,657,No
42838,23.0,male,Associate,51501.0,0,RENT,6000.0,HOMEIMPROVEMENT,13.73,0.12,4.0,662,No
41623,25.0,male,Master,60954.0,2,RENT,4800.0,VENTURE,10.78,0.08,4.0,613,Yes
21151,29.0,female,Associate,54722.0,7,OWN,8000.0,MEDICAL,12.21,0.15,10.0,664,No
16545,24.0,male,High School,73044.0,4,MORTGAGE,21000.0,DEBTCONSOLIDATION,11.01,0.29,3.0,677,Yes
42577,30.0,male,High School,38892.0,5,RENT,1646.0,EDUCATION,12.9,0.04,6.0,552,No
34988,27.0,male,Master,109294.0,4,MORTGAGE,4374.0,EDUCATION,7.19,0.04,5.0,626,No
37035,30.0,female,Bachelor,61291.0,8,MORTGAGE,3984.0,DEBTCONSOLIDATION,10.86,0.06,9.0,687,No
30353,38.0,male,High School,63430.0,16,MORTGAGE,15250.0,DEBTCONSOLIDATION,7.88,0.24,15.0,581,Yes
9368,22.0,male,Bachelor,74790.0,1,MORTGAGE,10800.0,EDUCATION,9.99,0.14,2.0,693,Yes
22002,29.0,female,Bachelor,54777.0,9,MORTGAGE,6000.0,MEDICAL,16.49,0.11,10.0,680,No
36370,24.0,male,Master,48849.0,0,RENT,7000.0,EDUCATION,11.55,0.14,3.0,641,No
7827,22.0,male,Master,43352.0,0,RENT,7000.0,MEDICAL,18.09,0.16,2.0,672,No
8947,22.0,female,Bachelor,72804.0,0,MORTGAGE,2000.0,EDUCATION,12.61,0.03,2.0,631,Yes
20619,31.0,male,Bachelor,30198.0,7,RENT,9925.0,DEBTCONSOLIDATION,6.62,0.33,6.0,602,No
42621,24.0,male,High School,59736.0,1,MORTGAGE,15000.0,MEDICAL,16.5,0.25,4.0,609,No
24704,28.0,female,High School,80123.0,6,RENT,10000.0,DEBTCONSOLIDATION,15.7,0.12,5.0,627,No
16637,23.0,female,Master,24200.0,0,RENT,6250.0,HOMEIMPROVEMENT,16.82,0.26,2.0,616,No
14769,24.0,male,Bachelor,52424.0,0,RENT,15000.0,VENTURE,11.01,0.29,2.0,592,No
4407,26.0,male,Master,48951.0,5,OWN,15000.0,MEDICAL,9.64,0.31,4.0,721,No
31080,36.0,female,High School,91120.0,12,RENT,10000.0,HOMEIMPROVEMENT,11.99,0.11,12.0,628,No
31735,38.0,female,Associate,157075.0,15,MORTGAGE,11000.0,DEBTCONSOLIDATION,10.74,0.07,11.0,654,No
34582,36.0,female,High School,96763.0,17,MORTGAGE,6000.0,VENTURE,11.48,0.06,10.0,621,Yes
14234,23.0,male,Bachelor,71633.0,0,RENT,14400.0,DEBTCONSOLIDATION,11.01,0.2,4.0,629,Yes
13457,26.0,male,Associate,82087.0,5,MORTGAGE,25000.0,MEDICAL,15.65,0.3,2.0,633,No
31442,40.0,male,Associate,100575.0,19,MORTGAGE,2800.0,EDUCATION,12.18,0.03,13.0,653,No
38895,25.0,male,Bachelor,156981.0,0,MORTGAGE,20000.0,EDUCATION,15.06,0.13,2.0,588,Yes
8930,26.0,female,Associate,58703.0,3,RENT,8000.0,DEBTCONSOLIDATION,9.96,0.14,3.0,651,No
11291,25.0,male,High School,66858.0,0,RENT,10000.0,PERSONAL,5.42,0.15,4.0,589,Yes
2197,23.0,female,Bachelor,43065.0,0,RENT,13475.0,DEBTCONSOLIDATION,10.65,0.31,3.0,671,No
7847,23.0,female,High School,51166.0,5,RENT,7000.0,EDUCATION,7.88,0.14,3.0,643,No
16624,22.0,male,Master,44389.0,1,RENT,6000.0,VENTURE,7.51,0.14,4.0,568,Yes
8211,23.0,female,High School,68185.0,0,MORTGAGE,4500.0,PERSONAL,11.83,0.07,4.0,618,Yes
17367,23.0,female,Associate,29660.0,3,MORTGAGE,1375.0,MEDICAL,11.11,0.05,3.0,678,No
43276,30.0,male,Associate,44115.0,6,RENT,8000.0,PERSONAL,7.63,0.18,8.0,655,No
28794,29.0,female,Bachelor,57581.0,3,RENT,5100.0,MEDICAL,11.86,0.09,7.0,651,Yes
15747,23.0,female,Associate,82472.0,2,RENT,15700.0,MEDICAL,11.49,0.19,2.0,536,Yes
7051,21.0,male,Bachelor,62215.0,0,MORTGAGE,6000.0,PERSONAL,7.88,0.1,2.0,593,Yes
16406,24.0,male,Associate,41533.0,1,MORTGAGE,2500.0,PERSONAL,8.9,0.06,3.0,622,No
22229,28.0,male,Master,39056.0,6,RENT,6400.0,VENTURE,16.82,0.16,5.0,710,No
19452,27.0,male,High School,41293.0,4,MORTGAGE,8000.0,MEDICAL,11.01,0.19,10.0,556,Yes
42986,33.0,male,Bachelor,23781.0,11,OWN,4584.0,PERSONAL,14.25,0.19,11.0,697,No
9681,22.0,female,High School,75149.0,0,RENT,8400.0,EDUCATION,15.62,0.11,4.0,620,No
15713,24.0,female,Associate,72086.0,0,RENT,15250.0,HOMEIMPROVEMENT,14.96,0.21,4.0,698,No
5962,26.0,female,Master,53607.0,4,RENT,5600.0,VENTURE,9.63,0.1,2.0,635,Yes
2491,21.0,male,Master,39790.0,0,MORTGAGE,10000.0,EDUCATION,5.42,0.25,2.0,668,No
38406,24.0,male,Bachelor,24909.0,1,RENT,2055.0,EDUCATION,10.78,0.08,5.0,656,Yes
27953,33.0,female,Bachelor,80202.0,13,OWN,3500.0,HOMEIMPROVEMENT,11.01,0.04,5.0,597,Yes
25114,28.0,male,Bachelor,44376.0,4,RENT,12000.0,VENTURE,5.42,0.27,10.0,579,No
42994,34.0,male,High School,51336.0,13,RENT,14008.0,DEBTCONSOLIDATION,15.7,0.27,9.0,544,No
28710,34.0,male,Bachelor,41616.0,13,RENT,8000.0,DEBTCONSOLIDATION,17.49,0.19,5.0,643,No
5249,24.0,male,Bachelor,37002.0,0,RENT,8850.0,MEDICAL,11.01,0.24,4.0,601,Yes
13498,21.0,male,Master,59644.0,0,RENT,12500.0,VENTURE,7.49,0.21,4.0,666,Yes
26117,28.0,male,Associate,67079.0,7,RENT,13800.0,MEDICAL,11.83,0.21,6.0,611,Yes
32031,40.0,female,Master,89543.0,14,MORTGAGE,7125.0,EDUCATION,6.62,0.08,14.0,610,Yes
19683,28.0,female,Associate,85931.0,5,RENT,3200.0,HOMEIMPROVEMENT,14.61,0.04,5.0,617,No
11311,26.0,female,Master,81463.0,5,OWN,5000.0,DEBTCONSOLIDATION,16.45,0.06,3.0,696,No
36649,31.0,male,Bachelor,34064.0,8,RENT,3000.0,EDUCATION,12.95,0.09,9.0,696,Yes
1771,26.0,male,Bachelor,22770.0,1,RENT,2000.0,EDUCATION,13.3,0.09,2.0,484,No
26784,32.0,female,Bachelor,49446.0,11,RENT,15000.0,MEDICAL,11.71,0.3,8.0,662,No
14418,26.0,female,Master,35885.0,4,RENT,15000.0,MEDICAL,10.0,0.42,2.0,680,No
814,24.0,female,Bachelor,27463.0,0,OWN,3000.0,DEBTCONSOLIDATION,16.0,0.11,2.0,647,Yes
37642,22.0,male,Associate,51172.0,0,RENT,2500.0,EDUCATION,11.59,0.05,3.0,631,Yes
